"State","Geography","county_fips","Race","Religion","Sexual_Orientation","Disability","Gender","Gender_Identity","Gender_both","Total","Median_Income","White_Income","White_Diff","Gini","Unemployment","LFPR","AvgYears","Density"
"Ohio","Ashland County, Ohio",39005,1,0,0,0,0,0,0,1,48509,48665,156,0.3966,5.7,78.6875643884062,15.1106065336474,125.6
"Ohio","Ashtabula County, Ohio",39007,1,0,0,0,0,0,0,1,41158,42179,1021,0.4272,8.1,68.6810863633725,14.8233430232558,144.6
"Ohio","Athens County, Ohio",39009,1,0,1,0,0,0,0,3,34221,34900,679,0.5101,9.4,66.7301529420095,15.9574891969246,128.6
"Ohio","Auglaize County, Ohio",39011,2,1,0,0,0,0,0,3,55914,56573,659,0.3975,4,83.3446901893287,15.3139095924886,114.5
"Ohio","Butler County, Ohio",39017,11,1,0,0,0,0,0,12,59652,62395,2743,0.4408,6.1,79.1831761523365,15.6792970918204,788.2
"Ohio","Champaign County, Ohio",39021,10,0,0,0,0,0,0,10,53673,53991,318,0.3847,7.2,77.0277125808056,15.0501785378688,93.5
"Ohio","Clark County, Ohio",39023,0,1,1,0,0,0,0,3,44154,46600,2446,0.4423,8.9,75.1117403476029,15.2059684781673,348
"Ohio","Clermont County, Ohio",39025,0,1,0,0,0,0,0,1,61265,61557,292,0.436,5,77.310769786438,15.613324514019,436.5
"Ohio","Clinton County, Ohio",39027,1,1,0,0,0,0,0,2,48675,49371,696,0.4287,6.6,76.8507626801422,15.1024393759233,102.9
"Ohio","Columbiana County, Ohio",39029,2,0,0,4,0,0,0,6,45389,45451,62,0.4375,8.4,72.8736587714918,14.9732084658055,202.7
"Ohio","Cuyahoga County, Ohio",39035,14,3,2,0,0,0,0,21,45289,56315,11026,0.5077,9.7,77.7923113167073,15.7985601609353,2800
"Ohio","Darke County, Ohio",39037,1,0,0,0,0,0,0,1,47043,47312,269,0.4075,6.1,79.6496371496951,14.9226153586118,88.5
"Ohio","Defiance County, Ohio",39039,1,0,0,0,0,0,0,1,50822,51833,1011,0.4018,6.8,78.5908281434968,15.1437734245199,94.9
"Ohio","Delaware County, Ohio",39041,2,0,0,0,0,0,0,2,94234,94639,405,0.4325,2.7,83.1709230175459,16.939488916206,393.2
"Ohio","Fayette County, Ohio",39047,0,1,0,0,0,0,0,1,41954,42451,497,0.4401,6.9,72.5511264121933,14.8630387329306,71.4
"Ohio","Franklin County, Ohio",39049,134,12,19,0,0,0,0,184,54037,61930,7893,0.4689,6.3,81.1445956940056,16.0765610859729,2186.1
"Ohio","Gallia County, Ohio",39053,1,0,0,0,0,0,0,1,39423,40288,865,0.4456,7.2,65.9035389018996,14.7176299174356,66.3
"Ohio","Geauga County, Ohio",39055,1,0,0,0,0,0,0,1,74165,74905,740,0.452,4,80.4108422919917,16.0195327821271,233.4
"Ohio","Greene County, Ohio",39057,9,3,1,1,0,0,0,15,61116,62631,1515,0.4472,6.5,77.3542794947852,16.342849808387,390.5
"Ohio","Hamilton County, Ohio",39061,36,3,10,0,1,0,1,60,50399,61724,11325,0.5082,7.9,79.1235287068974,16.0238721630384,1976.7
"Ohio","Hancock County, Ohio",39063,0,1,0,0,0,0,0,1,51604,52138,534,0.4284,5.5,80.3054548236554,15.6944249101422,140.7
"Ohio","Henry County, Ohio",39069,2,0,2,0,0,0,0,6,54941,55875,934,0.3865,5.3,82.2041074584659,15.2029167978176,67.8
"Ohio","Highland County, Ohio",39071,1,0,0,0,0,0,0,1,40593,41044,451,0.4452,9.6,68.9249657502968,14.7211965811966,78.8
"Ohio","Jefferson County, Ohio",39081,1,0,0,0,0,0,0,1,42327,43775,1448,0.448,8.3,69.7981800849294,15.1444049362058,170.7
"Ohio","Lawrence County, Ohio",39087,1,0,0,0,0,0,0,1,44256,44837,581,0.4521,7.6,67.5633349934632,14.8794955628211,137.7
"Ohio","Licking County, Ohio",39089,1,0,0,0,0,0,0,1,57571,57450,-121,0.4275,6.6,79.9152690580423,15.5389597283043,243.9
"Ohio","Logan County, Ohio",39091,1,0,1,0,0,0,0,3,51136,51426,290,0.4215,5.9,76.4361308435067,15.0153141825451,100
"Ohio","Lorain County, Ohio",39093,2,1,1,0,0,1,1,5,53459,57446,3987,0.4408,8.2,76.3027914292573,15.5340270060949,613.6
"Ohio","Lucas County, Ohio",39095,31,1,4,0,0,0,0,40,42917,51100,8183,0.4881,9.6,75.8911885743019,15.6221569080115,1296.2
"Ohio","Madison County, Ohio",39097,0,0,0,1,0,0,0,1,58326,58654,328,0.4214,6.4,64.7282334769531,15.0209913105738,93.2
"Ohio","Mahoning County, Ohio",39099,3,0,1,0,0,0,0,5,41872,47014,5142,0.4649,8.9,74.7459910727669,15.4169054963204,580.2
"Ohio","Medina County, Ohio",39103,1,0,0,0,0,0,0,1,69319,69782,463,0.4084,4.1,81.6536070356162,15.9361013906468,409
"Ohio","Mercer County, Ohio",39107,0,1,0,0,0,0,0,1,55220,55618,398,0.4036,4.7,85.4983294732174,15.1728194726166,88.3
"Ohio","Miami County, Ohio",39109,0,0,2,0,0,0,0,4,53432,53759,327,0.4128,6.4,79.9655203215721,15.3950229591481,252.1
"Ohio","Montgomery County, Ohio",39113,12,1,2,1,0,0,0,18,45394,51448,6054,0.4659,8.7,76.4620991264287,15.7206336246962,1159.5
"Ohio","Muskingum County, Ohio",39119,1,0,2,0,0,0,0,5,42464,43257,793,0.4318,7.6,74.7833911614317,15.0091054615557,129.5
"Ohio","Pickaway County, Ohio",39129,1,0,0,0,0,0,0,1,58706,59126,420,0.4043,6,70.2225661556489,15.0346800051302,111.1
"Ohio","Pike County, Ohio",39131,1,0,0,0,0,0,0,1,41128,40847,-281,0.4538,11.1,63.3625939592729,14.4125663164465,65.2
"Ohio","Portage County, Ohio",39133,2,0,1,1,0,0,0,5,52427,54086,1659,0.4411,7.9,79.6631817840798,15.6949069019161,331.2
"Ohio","Richland County, Ohio",39139,2,2,1,0,0,0,0,6,42849,44606,1757,0.4298,8.3,69.7516306246229,15.0802885350843,251.3
"Ohio","Ross County, Ohio",39141,2,0,0,0,0,0,0,2,44587,44984,397,0.4469,9.9,64.0723257727112,14.8962961597316,113.3
"Ohio","Scioto County, Ohio",39145,1,0,0,0,0,0,0,1,37936,38304,368,0.4711,9,62.7246891828176,14.8637852490494,130.3
"Ohio","Shelby County, Ohio",39149,2,0,1,0,0,0,0,4,56169,56992,823,0.417,5.8,81.7090905475802,15.2060307730411,121.2
"Ohio","Stark County, Ohio",39151,4,0,0,0,0,0,0,4,48714,51232,2518,0.4435,7.6,78.7212155069376,15.4123384276523,652.9
"Ohio","Summit County, Ohio",39153,6,0,1,0,0,0,0,8,51562,56608,5046,0.4703,7.3,78.5855901865761,15.8044261753196,1312.6
"Ohio","Trumbull County, Ohio",39155,3,0,0,1,0,0,0,4,43811,46164,2353,0.442,6.9,72.650271576852,15.0867613546393,340.1
"Ohio","Warren County, Ohio",39165,0,0,1,0,0,0,0,2,76200,75599,-601,0.4281,5,79.1433143825048,16.3600378531837,530
"Ohio","Washington County, Ohio",39167,1,0,0,0,0,0,0,1,44763,45689,926,0.4528,4.7,71.7853628458498,15.3078662574705,97.8
"Ohio","Wayne County, Ohio",39169,1,0,0,0,0,0,0,1,51363,51745,382,0.4131,4.3,77.9064079643846,15.0956232159848,206.4
"Ohio","Williams County, Ohio",39171,1,0,0,0,0,0,0,1,45044,44755,-289,0.4054,5.8,76.8602991586164,15.0049284023439,89.4
"Ohio","Wyandot County, Ohio",39175,1,0,0,0,0,0,0,1,50723,50572,-151,0.4032,5.5,81.0951420554191,14.9508919883231,55.6
"Oklahoma","Caddo County, Oklahoma",40015,1,0,0,0,0,0,0,1,40199,42115,1916,0.4572,8.3,66.315742541066,14.9021722384841,23.2
"Oklahoma","Canadian County, Oklahoma",40017,1,0,0,0,0,0,0,1,66664,67934,1270,0.3926,4.3,80.4651702986511,15.6658138716113,128.9
"Oklahoma","Cleveland County, Oklahoma",40027,1,0,1,0,0,0,0,3,58488,61149,2661,0.4298,4.9,78.8153215367817,16.03158764869,474.7
"Oklahoma","Craig County, Oklahoma",40035,0,0,0,1,0,0,0,1,40036,41890,1854,0.4241,5.3,66.8150885193133,14.973402182385,19.7
"Oklahoma","Delaware County, Oklahoma",40041,2,0,0,1,0,0,0,3,38438,40861,2423,0.4587,8.1,67.6404658292948,15.0506726003843,56.2
"Oklahoma","Garvin County, Oklahoma",40049,1,0,0,0,0,0,0,1,41250,41183,-67,0.4717,4.1,66.8919304144434,14.7528907225449,34.4
"Oklahoma","Kingfisher County, Oklahoma",40073,1,0,0,0,0,0,0,1,62912,64014,1102,0.4293,3.6,80.6929957036844,15.2214242968282,16.7
"Oklahoma","Le Flore County, Oklahoma",40079,0,0,1,0,0,0,0,2,37548,38607,1059,0.4571,7.9,64.3837874388449,14.7269826120672,31.7
"Oklahoma","Lincoln County, Oklahoma",40081,1,0,0,0,0,0,0,1,46592,47061,469,0.4476,6.1,69.8534713902675,14.9568686006826,36
"Oklahoma","McClain County, Oklahoma",40087,0,1,0,0,0,0,0,1,58673,58431,-242,0.4104,4,76.1351359816255,15.2986209982508,60.5
"Oklahoma","Noble County, Oklahoma",40103,0,0,1,0,0,0,0,2,49367,50187,820,0.4558,4.8,74.8197079037801,15.388562675517,15.8
"Oklahoma","Nowata County, Oklahoma",40105,0,1,0,0,0,0,0,1,40302,41913,1611,0.4356,8.1,70.3599886277483,14.7494465965689,18.6
"Oklahoma","Oklahoma County, Oklahoma",40109,3,0,0,0,0,0,0,3,48987,57362,8375,0.4862,5.6,76.5045972413552,15.5719236735773,1013.8
"Oklahoma","Okmulgee County, Oklahoma",40111,1,0,0,0,0,0,0,1,38712,42269,3557,0.4449,10.5,69.7049607404711,15.1169231956178,57.5
"Oklahoma","Payne County, Oklahoma",40119,1,1,0,1,0,0,0,3,38085,40083,1998,0.5315,5.8,73.872813491005,16.252283693259,113
"Oklahoma","Seminole County, Oklahoma",40133,0,0,1,0,0,0,0,2,36870,38675,1805,0.4639,7.9,66.1269359445124,14.8541528838636,40.3
"Oklahoma","Tulsa County, Oklahoma",40143,2,1,0,0,0,0,0,3,50654,57301,6647,0.4828,6.2,79.1129848444757,15.7071740459242,1058.1
"Oklahoma","Wagoner County, Oklahoma",40145,4,1,0,0,0,0,0,5,57590,59231,1641,0.4024,6.2,76.5651740542173,15.40314577654,130.1
"Oklahoma","Woodward County, Oklahoma",40153,1,0,1,0,0,0,0,3,58569,59300,731,0.4485,4.3,72.8116270533174,15.1742621527778,16.2
"Oregon","Benton County, Oregon",41003,1,1,0,0,0,0,0,2,52015,56728,4713,0.4818,7.8,77.6031764969055,17.2444811106054,126.6
"Oregon","Clackamas County, Oregon",41005,2,0,0,0,0,0,0,2,68915,70018,1103,0.4443,6.7,80.0295404172869,16.1811200034859,201
"Oregon","Coos County, Oregon",41011,0,1,0,0,0,0,0,1,39110,39524,414,0.4798,10.7,66.5047387799149,15.3839833526408,39.5
"Oregon","Crook County, Oregon",41013,1,0,1,0,0,0,0,3,39583,39406,-177,0.4146,11.3,70.1534937960631,15.1605894577744,7
"Oregon","Hood River County, Oregon",41027,0,2,0,0,0,0,0,2,56581,57346,765,0.4369,4.8,79.3308838215712,14.9319248826291,42.8
"Oregon","Jackson County, Oregon",41029,2,1,2,0,0,0,0,7,46343,48062,1719,0.4587,8.9,73.2706510038845,15.63515403819,73
"Oregon","Jefferson County, Oregon",41031,0,0,1,0,0,0,0,2,47063,51940,4877,0.4159,13.3,66.8581082293817,15.0442924496979,12.2
"Oregon","Lane County, Oregon",41039,34,6,4,1,0,1,1,49,45222,46690,1468,0.4659,8.7,74.4506804275872,15.9329394701694,77.2
"Oregon","Lincoln County, Oregon",41041,0,3,0,0,0,0,0,3,41303,41845,542,0.4392,6.6,69.1556468772164,15.6384353837075,47
"Oregon","Marion County, Oregon",41047,4,2,3,0,0,0,0,12,50775,54655,3880,0.4236,9.1,76.2134711194618,15.1338637263964,266.7
"Oregon","Morrow County, Oregon",41049,1,1,0,0,0,0,0,2,54441,55595,1154,0.3657,5.9,74.9276630732688,14.1930298719772,5.5
"Oregon","Multnomah County, Oregon",41051,9,4,3,0,0,0,0,19,57449,62549,5100,0.4824,7.8,80.2679239481261,16.3152061851049,1704.9
"Oregon","Umatilla County, Oregon",41059,0,1,1,1,0,0,0,4,49287,50777,1490,0.4252,9.1,71.8690292917291,14.8275757575758,23.6
"Oregon","Union County, Oregon",41061,1,0,0,0,0,0,0,1,45564,46262,698,0.4684,6.6,74.5835453293365,15.6262874531835,12.6
"Oregon","Washington County, Oregon",41067,5,1,2,0,0,0,0,10,69743,72380,2637,0.427,6.6,80.7009150589368,16.2422639624601,731.4
"Pennsylvania","Allegheny County, Pennsylvania",42003,12,2,1,0,0,0,0,16,54357,59553,5196,0.4856,6.4,80.6132357909119,16.3206803739762,1675.6
"Pennsylvania","Berks County, Pennsylvania",42011,2,0,0,0,0,0,0,2,57068,63512,6444,0.4375,8.2,80.9089114922619,15.1363069099331,480.4
"Pennsylvania","Cambria County, Pennsylvania",42021,1,0,0,0,0,0,0,1,42917,43912,995,0.4446,8.3,72.7863705033921,15.2316931658557,208.7
"Pennsylvania","Centre County, Pennsylvania",42027,2,0,0,1,0,0,0,3,54407,57143,2736,0.471,4.9,78.4852554310356,16.5016901078044,138.7
"Pennsylvania","Cumberland County, Pennsylvania",42041,3,0,1,0,0,0,0,5,62640,63577,937,0.4256,5.1,80.5236920263236,15.8971391494131,431.6
"Pennsylvania","Lackawanna County, Pennsylvania",42069,1,1,0,0,0,0,0,2,46673,48310,1637,0.4585,6.5,75.7940277423353,15.494438138479,467.1
"Pennsylvania","Lancaster County, Pennsylvania",42071,1,0,0,0,0,0,0,1,59237,62253,3016,0.4233,5.5,81.206091537825,15.1510114363271,550.4
"Pennsylvania","Philadelphia County, Pennsylvania",42101,7,4,7,0,0,0,0,25,39770,55769,15999,0.5116,12.5,72.7038830986687,15.1384001190048,11379.5
"Rhode Island","Newport County, Rhode Island",44005,1,1,0,0,0,0,0,2,71347,73526,2179,0.4724,6.5,82.2560123093882,16.5163250193544,809.6
"Rhode Island","Providence County, Rhode Island",44007,1,2,1,0,0,0,0,5,50637,58890,8253,0.4819,8.5,78.5080524009658,15.1502709692588,1530.3
"South Carolina","Abbeville County, South Carolina",45001,1,0,0,0,0,0,0,1,34652,38720,4068,0.4344,9.4,68.1872242722427,14.620190900041,51.8
"South Carolina","Anderson County, South Carolina",45007,1,0,0,0,0,0,0,1,43518,46933,3415,0.4504,8.1,73.7165198460915,15.1284575216059,261.6
"South Carolina","Barnwell County, South Carolina",45011,0,1,0,0,0,0,0,1,34787,47859,13072,0.4863,10.8,68.4264689629766,14.4115966269426,41.2
"South Carolina","Berkeley County, South Carolina",45015,1,0,0,0,0,0,0,1,54484,61662,7178,0.4244,8,76.5493822503065,15.4544547846835,161.8
"South Carolina","Charleston County, South Carolina",45019,2,0,0,0,0,0,0,2,54931,70120,15189,0.503,6.7,79.6905352839605,16.2591694578207,382.3
"South Carolina","Chester County, South Carolina",45023,1,0,0,0,0,0,0,1,34319,44579,10260,0.488,11.5,69.2166141029456,14.6307304332162,57.1
"South Carolina","Chesterfield County, South Carolina",45025,1,0,0,0,0,0,0,1,35733,41344,5611,0.4639,9.5,69.290326726926,14.2790808694822,58.5
"South Carolina","Colleton County, South Carolina",45029,1,0,0,0,0,0,0,1,33918,41333,7415,0.4725,10.5,71.1072821161345,14.8871920804236,36.8
"South Carolina","Darlington County, South Carolina",45031,0,0,1,0,0,0,0,2,34773,44448,9675,0.4786,15.7,70.1716079244414,14.7117295789382,122.4
"South Carolina","Florence County, South Carolina",45041,0,0,1,0,0,0,0,2,42523,54146,11623,0.4762,10.5,74.2410921225322,15.1981937104739,171.1
"South Carolina","Georgetown County, South Carolina",45043,2,0,0,0,0,0,0,2,45299,57244,11945,0.4881,9.5,68.4941348874815,15.4684169014085,73.9
"South Carolina","Greenville County, South Carolina",45045,3,0,0,0,0,0,0,3,51595,59432,7837,0.4715,6.4,77.1992242087555,15.7314768587859,574.7
"South Carolina","Horry County, South Carolina",45051,1,0,0,0,0,0,0,1,44746,47795,3049,0.4446,8,74.3289142352127,15.4345895255065,237.5
"South Carolina","Sumter County, South Carolina",45085,0,0,1,0,0,0,0,2,40777,50235,9458,0.4448,12.5,73.1598891492765,15.1066390280417,161.6
"South Dakota","Brookings County, South Dakota",46011,0,0,0,1,0,0,0,1,52086,53615,1529,0.4436,3.5,85.599452152259,16.5459539887833,40.3
"South Dakota","Brown County, South Dakota",46013,0,0,0,0,0,1,1,0,53073,54505,1432,0.4335,2.2,86.0724710126256,15.7659974905897,21.3
"South Dakota","Brule County, South Dakota",46015,0,0,1,0,0,0,0,2,50696,52098,1402,0.4385,2.4,83.6789215686274,15.5067302299495,6.4
"South Dakota","Hamlin County, South Dakota",46057,0,0,1,0,0,0,0,2,60169,60315,146,0.3619,2.2,85.4518264840183,15.3597494553377,11.6
"South Dakota","Jerauld County, South Dakota",46073,0,0,0,0,0,1,1,0,51442,52981,1539,0.5274,0.7,82.4658359293873,15.0142857142857,3.9
"South Dakota","Lake County, South Dakota",46079,0,0,1,0,0,0,0,2,57239,57771,532,0.4658,3.9,83.1312756497948,16.0409349642727,19.9
"South Dakota","Meade County, South Dakota",46093,1,0,0,0,0,0,0,1,53069,55022,1953,0.3971,1.5,80.1122032426173,15.7360284012826,7.3
"South Dakota","Minnehaha County, South Dakota",46099,3,2,2,0,0,0,0,9,55293,58217,2924,0.4244,3.7,86.0319994632867,15.8005712845501,210
"South Dakota","Pennington County, South Dakota",46103,2,0,0,1,0,0,0,3,51084,53352,2268,0.4457,4.8,81.4295554321142,15.9543581090426,36.4
"South Dakota","Union County, South Dakota",46127,0,0,0,1,0,0,0,1,63890,64159,269,0.4439,2.7,83.6458500064541,16.0075441731189,31.3
"Tennessee","Anderson County, Tennessee",47001,1,0,1,0,0,0,0,3,44241,45104,863,0.4719,7.4,70.2640718867733,15.2995299735144,222.8
"Tennessee","Blount County, Tennessee",47009,4,0,2,0,0,0,0,8,49532,51085,1553,0.4608,6.5,74.7522727616512,15.3803856144751,220.2
"Tennessee","Bradley County, Tennessee",47011,6,0,1,0,0,0,0,8,43721,45228,1507,0.4788,9.3,73.5002906099034,15.0727049476345,301
"Tennessee","Cocke County, Tennessee",47029,1,0,0,0,0,0,0,1,31081,31496,415,0.4754,10,66.0537919062602,14.2480687715406,82.1
"Tennessee","DeKalb County, Tennessee",47041,2,0,0,0,0,0,0,2,37640,38397,757,0.5403,7,65.8579147869674,14.4324851760114,61.5
"Tennessee","Dickson County, Tennessee",47043,2,0,0,0,0,0,0,2,47137,47829,692,0.4447,5.6,71.715760023716,14.7092288242731,101.4
"Tennessee","Dyer County, Tennessee",47045,1,0,0,0,0,0,0,1,42833,45011,2178,0.4837,8.1,73.5720976863753,14.8814594425305,74.8
"Tennessee","Fayette County, Tennessee",47047,2,0,0,0,0,0,0,2,55972,66213,10241,0.4659,8.4,73.0065001677772,15.1742375773086,54.5
"Tennessee","Fentress County, Tennessee",47049,7,0,0,0,0,0,0,7,31714,31966,252,0.457,8.4,62.4404367968233,14.2277900727158,36
"Tennessee","Franklin County, Tennessee",47051,0,0,0,1,0,0,0,1,44837,46167,1330,0.4563,8.5,72.454928399193,15.014707449643,74
"Tennessee","Gibson County, Tennessee",47053,2,0,0,0,0,0,0,2,38854,43002,4148,0.433,8,72.6737745787929,14.9492085217805,82.4
"Tennessee","Hamblen County, Tennessee",47063,2,0,0,0,0,0,0,2,39270,42409,3139,0.4596,8.7,68.4267011170591,14.5925140591869,388
"Tennessee","Hamilton County, Tennessee",47065,4,6,1,1,0,0,0,13,49434,55963,6529,0.4787,6.9,76.5674514917198,15.6563582639143,620.3
"Tennessee","Knox County, Tennessee",47093,1,1,0,0,0,0,0,2,50366,53978,3612,0.4823,6.2,78.5448535194441,16.09666272253,850.5
"Tennessee","Lawrence County, Tennessee",47099,0,1,0,0,0,0,0,1,40457,40742,285,0.4341,8.8,69.7947081933071,14.3857698916436,67.8
"Tennessee","Loudon County, Tennessee",47105,1,0,0,0,0,0,0,1,52995,54758,1763,0.4601,7.5,69.8146241531784,15.2623710368235,211.8
"Tennessee","Madison County, Tennessee",47113,2,1,0,0,0,0,0,3,44237,54748,10511,0.4698,7.3,73.290712391514,15.5467948221068,176.4
"Tennessee","Marion County, Tennessee",47115,0,0,1,0,0,0,0,2,41477,43546,2069,0.4472,6.5,68.6306489184692,14.3813366336634,56.7
"Tennessee","Maury County, Tennessee",47119,2,0,0,0,0,0,0,2,49597,52515,2918,0.4386,7.1,74.8806418735769,15.2376353775269,132
"Tennessee","Montgomery County, Tennessee",47125,2,0,0,0,0,0,0,2,51528,55260,3732,0.4098,8.2,75.1003016318282,15.710404893981,319.6
"Tennessee","Overton County, Tennessee",47133,1,0,0,0,0,0,0,1,35065,35162,97,0.457,7.1,68.1496544295844,14.2778535698045,50.9
"Tennessee","Roane County, Tennessee",47145,0,0,1,0,0,0,0,2,42299,42787,488,0.456,9.3,66.8058498253784,15.0597992931404,150.2
"Tennessee","Robertson County, Tennessee",47147,1,0,1,0,0,0,0,3,56331,58827,2496,0.4004,7.4,78.2731077714817,15.08773543583,139.2
"Tennessee","Rutherford County, Tennessee",47149,3,0,1,0,0,0,0,5,58032,61661,3629,0.4094,6.1,80.5486112666961,15.7484689584459,424
"Tennessee","Sevier County, Tennessee",47155,3,1,0,0,0,0,0,4,42586,43371,785,0.4318,6.4,76.2243939606601,14.9384959337395,151.7
"Tennessee","Shelby County, Tennessee",47157,18,1,7,2,0,0,0,35,46854,69774,22920,0.5078,9.4,76.8962147908718,15.6492524440287,1215.5
"Tennessee","Sullivan County, Tennessee",47163,3,0,1,0,0,0,0,5,40983,41439,456,0.4635,7.7,70.7157391689424,15.1712313023799,379.4
"Tennessee","Sumner County, Tennessee",47165,1,1,1,0,0,0,0,4,58972,60317,1345,0.4356,5.3,79.4063376283031,15.5267278109546,303.4
